region,categorie_vehicule,agglomeration,atmosphere,luminosite,etat_surface,intersection,place,disposition_securite,gravite,motif_deplacement,type_collision,mois,semaine,jour,heure,age
53,7,1,4,1,4,1,1,2,3,2,1,1,4,5,18,40
53,3,1,5,2,1,1,1,1,3,3,1,1,4,1,8,35
53,3,1,4,3,4,1,1,1,3,2,1,1,1,6,20,49
53,3,1,8,2,1,1,1,1,3,5,1,1,1,4,12,86
52,3,1,4,3,4,1,1,1,3,2,1,2,5,7,6,34
75,15,1,4,4,4,1,1,7,3,2,1,1,4,6,19,61
76,3,1,4,1,4,1,1,1,3,3,1,2,7,1,17,69
76,3,1,4,1,4,1,1,1,3,3,1,2,7,1,17,57
24,3,1,4,2,4,1,1,1,3,2,1,2,7,3,11,74
75,6,1,4,2,4,4,1,2,3,2,1,2,8,3,16,86
52,3,1,4,1,4,1,1,1,3,2,1,3,11,4,21,52
76,15,1,4,2,4,1,1,2,3,2,1,3,12,1,18,30
76,3,1,4,2,6,1,1,1,3,2,1,3,8,7,16,65
44,3,1,8,2,1,1,2,1,3,5,1,1,1,5,9,43
44,3,1,8,2,1,1,1,1,3,5,1,1,1,5,9,67
44,3,1,4,2,4,1,4,8,3,2,1,2,8,3,17,16
44,3,1,4,2,4,1,4,8,3,2,1,2,8,3,17,19
44,3,1,4,2,4,1,8,1,3,2,1,2,8,3,17,21
44,3,1,4,2,4,1,3,8,3,2,1,2,8,3,17,18
44,3,1,4,2,4,1,1,1,3,2,1,2,8,3,17,44
44,19,1,4,2,4,1,1,2,3,3,1,3,12,1,18,33
44,3,1,4,3,4,1,1,1,3,2,1,3,13,2,22,41
44,3,1,4,3,4,1,1,1,3,1,1,3,13,2,22,58
44,3,1,4,2,4,1,2,1,3,2,1,3,11,4,18,36
44,3,1,7,2,3,1,1,1,3,2,1,3,12,6,18,43
44,3,1,7,2,3,1,1,1,3,2,1,3,12,6,18,35
44,3,1,4,3,4,1,1,1,3,3,1,3,10,1,20,48
32,3,1,4,3,4,1,1,1,3,2,1,3,9,6,3,62
44,7,1,4,3,4,1,1,2,3,2,1,3,8,7,19,39
44,3,1,4,3,4,1,1,1,3,2,1,3,8,7,19,60
93,7,1,4,2,4,6,1,2,3,2,1,3,11,7,14,56
93,7,1,4,2,4,6,1,2,3,2,1,3,11,7,14,48
93,3,1,4,3,4,1,1,4,3,3,1,3,9,2,20,40
93,3,1,4,2,4,1,1,1,3,6,1,3,9,7,15,70
93,3,1,4,2,4,1,1,1,3,2,1,3,9,7,15,84
93,2,1,4,2,4,1,1,1,3,2,1,3,10,4,12,103
75,3,1,4,3,4,1,1,1,3,3,1,1,1,6,18,39
76,15,1,4,2,4,1,1,2,3,2,1,2,6,1,14,30
76,6,1,4,2,4,1,1,2,3,2,1,2,7,7,15,29
76,3,1,4,2,4,1,1,1,3,2,1,2,5,6,10,34
76,3,1,4,2,4,1,1,1,3,2,1,2,5,6,10,81
44,19,1,4,2,4,1,1,2,3,2,1,3,11,7,15,48
76,3,1,8,2,3,1,1,1,3,1,1,2,6,4,11,68
32,3,1,5,3,4,2,1,1,3,5,1,2,7,2,19,96
32,3,1,7,2,3,2,1,1,3,2,1,3,12,3,9,86
76,3,1,3,2,3,1,1,1,3,2,1,3,13,2,11,77
52,7,1,4,2,4,1,1,2,3,2,1,2,5,4,15,61
52,3,1,4,3,4,1,1,1,3,3,1,2,6,4,21,33
52,3,1,4,3,4,1,1,1,3,1,1,3,9,7,19,54
52,3,1,4,1,4,1,1,1,3,2,1,3,11,4,18,42
52,3,1,4,1,4,1,1,1,3,3,1,3,11,4,18,64
52,3,1,4,2,4,1,1,1,3,3,1,3,9,1,18,34
52,3,1,4,2,4,1,1,1,3,2,1,3,9,1,18,79
44,3,1,1,2,4,1,1,1,3,5,1,1,4,3,10,92
44,3,1,1,3,3,1,1,1,3,2,1,1,2,5,23,81
75,3,1,7,2,3,2,1,1,3,1,1,1,3,5,9,70
24,3,1,4,1,1,1,1,1,3,3,1,2,5,2,8,68
27,3,1,8,3,1,1,1,1,3,2,1,1,4,6,20,40
27,3,1,1,2,4,1,1,1,3,2,1,1,2,4,10,108
27,3,1,4,2,4,1,1,1,3,3,1,2,8,2,13,67
27,3,1,7,1,3,1,1,1,3,2,1,3,9,7,18,33
27,3,1,4,2,4,1,1,1,3,2,1,3,10,5,13,40
27,3,1,4,3,4,1,1,1,3,3,1,3,12,3,20,41
75,3,1,9,2,3,1,1,1,3,2,1,1,3,7,12,65
44,3,1,4,2,4,1,4,1,3,2,1,4,14,6,15,40
44,3,1,4,2,4,1,3,1,3,2,1,4,14,6,15,71
44,3,1,4,2,4,1,2,1,3,2,1,4,14,6,15,96
44,3,1,4,2,4,1,2,1,3,2,1,4,14,6,15,82
75,3,1,3,2,3,1,1,1,3,5,1,3,9,4,12,91
75,3,1,3,2,3,1,1,1,3,2,1,3,9,4,12,67
75,3,1,7,2,3,1,1,1,3,2,1,2,6,2,9,77
76,3,1,4,2,4,1,1,1,3,2,1,3,10,5,14,100
76,3,1,8,2,6,1,1,1,3,2,1,3,12,6,13,35
32,3,1,4,2,3,2,1,3,3,6,1,1,2,6,15,60
32,3,1,4,2,3,2,1,3,3,6,1,1,2,6,15,44
32,6,1,8,2,4,2,1,9,3,6,1,1,1,1,15,58
32,3,1,4,2,4,4,1,1,3,5,1,1,4,4,16,97
32,3,1,4,1,4,1,1,1,3,6,1,1,4,4,18,67
32,3,1,4,1,4,1,1,1,3,2,1,1,4,4,18,50
32,3,1,4,4,4,1,1,3,3,6,1,2,6,5,18,91
32,3,1,4,2,4,1,1,3,3,3,1,2,5,4,16,63
32,3,1,4,3,4,1,1,1,3,2,1,2,8,4,20,35
32,3,1,4,4,4,4,1,3,3,3,1,2,8,4,21,55
32,3,1,4,2,4,4,4,10,3,2,1,2,8,6,10,21
32,3,1,4,2,4,4,1,3,3,2,1,2,8,6,10,48
32,3,1,4,2,4,4,3,10,3,2,1,2,8,6,10,19
32,3,1,4,2,4,4,2,3,3,2,1,2,8,6,10,49
75,15,1,4,2,4,1,1,2,3,2,1,4,16,5,11,30
75,3,1,4,2,3,1,1,1,3,2,1,4,17,2,18,53
75,3,1,4,2,3,1,1,1,3,2,1,4,17,2,18,58
28,3,1,7,1,3,1,1,1,3,3,1,2,6,5,8,51
28,3,1,4,2,3,1,1,1,3,6,1,2,5,1,14,73
84,3,1,4,3,3,1,1,1,3,3,1,1,3,2,19,67
84,19,1,4,3,4,6,1,2,3,2,1,1,2,5,19,41
84,3,1,2,2,2,1,1,1,3,3,1,1,1,2,16,50
84,3,1,4,3,4,1,1,1,3,2,1,1,4,2,20,73
84,3,1,4,2,5,1,1,1,3,2,1,2,6,5,16,69
84,3,1,4,4,4,1,1,1,3,2,1,2,5,7,19,43
76,3,1,4,2,4,1,1,1,3,3,1,4,13,4,12,57
76,3,1,4,2,4,1,1,1,3,4,1,1,1,1,14,34
76,3,1,1,2,3,1,1,1,3,3,1,1,4,4,9,51
76,6,1,4,2,4,1,1,2,3,2,1,4,16,3,14,29
75,2,1,3,2,3,1,1,1,3,3,1,4,13,5,16,57
75,3,1,4,3,4,2,1,1,3,2,1,4,16,5,0,50
84,3,1,4,2,4,7,1,1,3,3,1,2,7,1,8,41
84,19,1,6,2,4,1,1,2,3,3,1,2,6,5,16,34
84,3,1,2,2,1,1,1,1,3,2,1,2,7,7,16,72
24,3,1,4,2,4,1,1,1,3,1,1,2,5,4,12,70
24,2,1,1,2,4,1,1,1,3,2,1,2,7,6,8,60
75,3,1,4,2,4,1,1,1,3,2,1,4,16,3,17,104
75,3,1,4,2,4,1,1,1,3,3,1,4,16,3,17,57
84,3,1,4,2,4,1,1,1,3,2,1,3,11,3,17,34
75,3,1,4,2,4,1,1,1,3,2,1,3,11,1,15,98
75,2,1,4,2,4,1,1,1,3,3,1,3,12,4,7,46
75,3,1,4,2,4,1,1,1,3,4,1,3,12,4,7,46
44,2,1,4,2,4,1,1,1,3,1,1,4,13,6,12,98
44,7,1,4,2,4,1,1,2,3,2,1,4,15,7,15,58
75,3,1,4,2,4,2,1,1,3,5,1,4,16,5,10,104
11,6,2,4,4,3,1,2,2,3,2,1,1,0,4,18,35
76,7,2,4,2,4,1,1,2,3,3,1,1,3,3,7,49
52,7,2,4,4,4,1,1,2,3,2,1,1,1,6,18,41
11,7,2,4,4,4,1,1,9,3,3,1,3,11,2,20,57
24,15,2,4,4,4,1,1,2,3,3,1,1,0,5,17,33
44,3,2,5,4,1,1,1,1,3,2,1,1,1,3,22,37
76,6,2,4,1,4,1,1,2,3,2,1,1,1,2,17,31
76,18,2,4,2,4,1,1,7,3,2,1,2,6,5,14,28
93,3,2,8,2,3,1,1,1,3,2,1,1,3,1,10,43
93,3,2,8,2,3,1,1,1,3,3,1,1,3,1,10,70
75,15,2,7,3,3,1,1,2,3,3,1,1,3,4,8,35
75,15,2,4,4,4,1,1,2,3,2,1,1,2,4,19,30
75,3,2,4,2,4,2,1,1,3,6,1,1,4,6,8,36
75,12,2,4,4,4,1,1,2,3,2,1,1,3,6,18,31
75,3,2,4,4,4,1,1,1,3,6,1,1,3,2,1,64
44,3,2,4,2,4,1,1,1,3,6,1,2,8,3,11,81
44,3,2,4,2,4,1,1,1,3,3,1,1,4,1,8,76
44,3,2,4,4,5,8,1,1,3,1,1,1,4,3,6,54
44,6,2,8,1,4,4,1,2,3,2,1,1,2,5,17,34
28,3,2,4,4,4,1,1,1,3,5,1,2,6,5,20,48
28,3,2,2,2,1,1,1,1,3,3,1,2,5,1,10,51
84,3,2,8,4,1,1,1,1,3,2,1,1,1,5,18,79
84,15,2,4,4,4,1,1,2,3,2,1,3,9,3,19,37
84,3,2,4,4,4,1,1,1,3,3,1,3,9,3,19,55
84,6,2,4,4,4,2,1,2,3,2,1,2,6,6,20,30
44,3,2,4,3,4,1,1,1,3,6,1,2,8,5,22,71
44,2,2,2,2,2,1,1,4,3,3,1,2,5,2,12,67
76,3,2,4,4,4,1,1,1,3,2,1,2,7,6,19,58
28,7,2,4,2,4,4,1,2,3,2,1,3,10,3,10,72
28,3,2,4,2,4,1,1,1,3,2,1,3,11,2,18,55
11,7,2,4,1,4,2,1,2,3,3,1,1,4,4,7,39
76,19,2,4,2,4,1,1,2,3,2,1,1,1,2,17,41
76,3,2,4,2,4,1,1,1,3,2,1,1,0,7,16,34
76,15,2,4,4,4,1,1,2,3,1,1,1,2,2,21,35
76,6,2,4,4,4,2,1,2,3,2,1,1,2,6,20,32
84,3,1,2,2,2,1,1,1,2,5,1,1,1,2,11,48
76,3,1,4,2,4,1,1,1,2,2,1,1,4,5,14,34
76,3,1,4,3,4,1,1,1,2,2,1,1,2,5,23,71
53,3,1,4,2,4,7,1,1,2,2,1,1,4,5,10,70
24,3,1,2,3,2,1,1,1,2,3,1,1,1,1,18,49
76,3,1,1,1,1,1,1,1,2,2,1,1,4,6,7,64
32,3,1,4,3,5,1,1,1,2,3,1,1,2,4,22,53
32,3,1,2,2,1,1,1,1,2,3,1,1,1,5,16,45
32,3,1,2,2,2,1,1,1,2,3,1,1,1,1,12,44
32,3,1,2,2,2,1,2,1,2,2,1,1,1,1,12,75
32,3,1,2,2,1,1,1,1,2,1,1,1,1,4,9,53
76,3,1,4,3,4,1,1,1,2,3,1,1,1,1,20,57
76,5,1,4,3,4,1,1,1,2,1,1,1,2,7,21,49
44,3,1,4,2,4,1,1,1,2,5,1,1,4,5,14,67
44,5,1,5,3,1,1,1,1,2,1,1,1,3,2,6,66
28,5,1,5,1,1,1,1,1,2,1,1,1,2,3,6,39
28,3,1,7,2,3,1,1,1,2,3,1,1,2,2,13,36
28,3,1,5,2,1,2,1,1,2,1,1,1,2,3,9,64
28,3,1,5,2,1,2,1,1,2,3,1,1,2,3,9,38
76,3,1,4,2,4,1,1,1,2,2,1,1,3,2,15,76
53,3,1,1,1,4,1,1,1,2,3,1,1,2,4,8,63
76,3,1,4,2,4,1,1,1,2,2,1,1,3,7,11,68
76,3,1,4,3,4,1,1,1,2,2,1,1,0,7,4,36
76,3,1,6,2,3,1,1,1,2,4,1,1,2,1,8,48
76,3,1,4,3,4,1,1,1,2,2,1,2,8,3,20,76
84,3,1,2,3,2,1,1,1,2,1,1,1,4,2,5,37
93,3,1,4,2,3,1,1,1,2,5,1,1,2,1,15,53
75,3,1,5,2,1,1,1,1,2,5,1,1,2,1,9,82
75,3,1,4,2,4,1,1,1,2,3,1,1,2,5,11,63
44,3,1,4,2,4,4,1,1,2,5,1,1,4,3,16,51
44,3,1,4,2,4,4,2,1,2,6,1,1,4,3,16,24
44,3,1,4,2,3,1,1,3,2,3,1,2,8,2,13,64
84,3,1,4,1,3,1,1,1,2,3,1,2,6,4,7,65
84,3,1,1,2,3,2,1,1,2,2,1,2,7,2,14,74
44,3,1,8,3,3,1,1,1,2,3,1,1,3,5,20,58
84,3,1,5,4,3,1,1,1,2,4,1,1,1,5,6,38
84,2,1,5,4,3,1,1,1,2,1,1,1,1,5,6,43
44,2,1,4,2,4,1,1,1,2,3,1,1,2,4,16,60
84,3,1,2,2,2,1,1,1,2,3,1,2,6,4,8,64
84,3,1,2,3,2,1,1,1,2,2,1,2,6,4,18,35
44,3,1,4,3,4,1,1,1,2,2,1,2,6,2,19,36
76,3,1,4,2,4,1,1,1,2,5,1,2,5,3,17,40
76,3,1,4,2,4,1,1,1,2,6,1,3,10,7,18,33
44,3,1,4,3,3,1,4,1,2,2,1,2,7,7,19,34
44,3,1,4,3,3,1,3,1,2,2,1,2,7,7,19,29
44,3,1,4,3,4,1,1,1,2,3,1,2,8,2,18,40
27,3,1,5,1,1,1,1,1,2,3,1,1,1,4,7,47
27,3,1,5,3,3,1,1,1,2,2,1,1,2,7,19,35
76,3,1,4,3,4,1,1,1,2,2,1,1,3,5,19,51
76,3,1,6,2,4,1,1,1,2,2,1,1,1,7,15,73
44,3,1,7,2,3,1,1,1,2,3,1,2,5,1,12,48
76,3,1,8,2,4,1,1,1,2,3,1,1,1,3,8,60
76,3,1,7,3,3,1,1,1,2,4,1,1,4,1,20,36
76,3,1,4,4,4,1,1,1,2,2,1,1,3,3,2,45
52,6,1,4,2,4,1,1,2,2,4,1,3,13,2,14,30
52,6,1,4,2,4,1,2,2,2,4,1,3,13,2,14,30
52,18,1,4,2,4,1,1,2,2,2,1,3,12,2,17,87
52,18,1,4,2,4,1,1,2,2,2,1,3,12,2,17,86
44,3,1,2,1,2,1,1,1,2,3,1,2,6,4,7,45
44,3,1,4,2,4,1,1,1,2,2,1,3,11,4,18,34
75,3,1,7,3,3,1,1,1,2,2,1,3,9,7,20,55
93,15,1,4,3,4,1,1,2,2,1,1,3,9,6,19,34
93,2,1,4,2,4,1,1,1,2,2,1,3,10,4,12,46
32,7,1,4,2,4,1,1,2,2,2,1,3,8,7,11,66
32,7,1,4,2,4,1,2,2,2,2,1,3,8,7,11,27
76,3,1,3,2,3,1,2,1,2,5,1,3,13,2,11,33
76,3,1,3,2,3,1,1,1,2,5,1,3,13,2,11,36
76,3,1,3,2,3,1,2,1,2,2,1,3,13,2,11,74
76,3,1,4,2,4,1,1,1,2,2,1,3,11,7,7,64
76,3,1,4,2,4,1,1,1,2,2,1,3,11,7,7,39
52,3,1,4,3,4,1,1,1,2,3,1,2,6,4,21,39
52,3,1,4,3,4,1,1,1,2,2,1,3,9,4,19,70
52,3,1,4,3,4,1,1,1,2,2,1,3,9,4,19,65
52,3,1,4,2,4,1,1,1,2,2,1,3,10,1,16,81
44,3,1,1,3,3,1,1,1,2,2,1,1,2,5,23,61
52,3,1,4,2,4,1,1,1,2,3,1,3,11,3,17,52
27,3,1,8,3,1,1,1,1,2,2,1,1,4,6,20,39
27,3,1,4,2,4,1,1,1,2,3,1,3,10,5,13,62
27,3,1,4,2,4,1,1,1,2,2,1,3,11,4,18,34
75,3,1,9,2,3,1,1,1,2,2,1,1,3,7,12,80
75,6,1,3,3,3,1,1,2,2,2,1,2,6,1,6,37
75,3,1,3,2,3,1,1,1,2,2,1,3,12,6,13,77
75,3,1,7,2,3,1,1,1,2,2,1,2,6,2,9,49
32,3,1,4,3,4,1,2,1,2,2,1,2,8,4,20,33
75,3,1,3,2,3,1,1,1,2,2,1,4,17,3,13,34
28,2,1,4,2,3,1,1,1,2,2,1,2,5,1,14,61
84,2,1,4,3,4,1,1,1,2,2,1,1,2,5,22,36
84,2,1,4,3,4,1,1,1,2,2,1,1,2,5,22,34
84,3,1,2,2,2,1,1,1,2,3,1,1,1,2,16,49
84,3,1,5,1,1,1,1,1,2,3,1,2,7,1,6,41
84,3,1,4,2,5,1,1,1,2,5,1,2,6,5,16,55
84,3,1,4,4,4,1,1,1,2,2,1,2,5,7,19,72
84,3,1,3,3,3,1,1,1,2,2,1,2,5,4,19,56
84,3,1,4,4,3,1,2,1,2,3,1,2,7,6,5,59
84,3,1,4,4,3,1,1,1,2,3,1,2,7,6,5,60
52,3,1,4,3,4,1,1,1,2,2,1,4,15,6,21,68
76,3,1,4,2,4,1,1,1,2,5,1,4,16,1,14,55
76,3,1,4,2,4,1,2,1,2,5,1,4,16,1,14,30
76,3,1,4,2,4,1,1,1,2,5,1,4,16,1,14,55
76,3,1,4,2,4,1,1,1,2,3,1,1,1,1,14,51
76,3,1,4,2,4,1,2,1,2,4,1,1,1,1,14,36
76,3,1,7,2,3,1,1,1,2,2,1,1,4,1,17,83
76,20,1,7,2,3,1,1,4,2,1,1,1,4,1,17,53
75,2,1,3,2,3,1,1,1,2,1,1,4,13,5,16,70
75,3,1,7,2,3,1,1,1,2,3,1,4,17,4,17,39
24,3,1,4,2,4,1,1,1,2,6,1,2,5,4,12,44
24,3,1,1,2,4,1,1,1,2,2,1,2,7,6,8,46
75,6,1,4,3,4,1,1,2,2,2,1,3,8,7,20,52
44,2,1,4,2,4,1,1,1,2,1,1,4,13,6,12,52
11,6,2,4,2,4,2,1,2,2,1,1,1,4,2,13,33
11,6,2,4,4,3,1,1,2,2,2,1,1,0,4,18,42
11,7,2,4,1,3,7,1,2,2,6,1,1,2,1,17,41
11,18,2,4,1,3,7,1,9,2,5,1,1,2,1,17,81
11,3,2,4,2,4,1,1,1,2,2,1,1,1,7,9,44
11,12,2,4,2,4,1,1,2,2,3,1,1,1,4,8,48
11,12,2,4,2,4,1,1,2,2,1,1,1,1,4,8,43
11,18,2,4,2,4,1,1,9,2,5,1,1,1,6,9,52
11,15,2,4,4,4,2,1,9,2,1,1,1,1,7,21,39
11,3,2,4,2,4,2,1,1,2,2,1,1,1,5,16,54
11,3,2,8,2,3,5,1,1,2,2,1,1,0,4,11,63
11,7,2,5,2,5,7,1,2,2,3,1,2,5,3,8,44
11,15,2,4,4,3,5,1,2,2,2,1,2,5,3,19,40
11,6,2,8,2,3,4,1,2,2,1,1,2,5,4,14,41
11,3,2,4,4,4,1,1,3,2,1,1,2,8,2,0,43
76,2,2,4,2,4,1,1,1,2,5,1,1,2,7,18,93
76,15,2,4,2,4,1,1,2,2,2,1,1,2,7,18,33
53,3,2,4,4,4,2,2,1,2,2,1,1,4,5,22,41
53,3,2,4,4,4,2,1,1,2,2,1,1,4,5,22,39
53,15,2,4,1,4,1,1,2,2,2,1,1,3,6,19,30
53,3,2,4,4,4,1,1,1,2,2,1,1,1,7,18,40
53,3,2,4,4,4,1,2,1,2,2,1,1,1,7,18,48
53,3,2,4,4,4,1,1,1,2,2,1,1,1,7,18,46
53,3,2,4,4,4,1,3,1,2,2,1,1,1,7,18,16
24,3,2,4,4,4,4,1,3,2,6,1,1,0,6,18,49
24,3,2,4,2,4,1,1,3,2,6,1,1,1,6,17,57
24,16,2,4,2,4,3,1,1,2,6,1,1,1,5,14,56
24,3,2,4,1,1,1,2,1,2,1,1,1,2,4,8,50
11,7,2,4,2,4,7,5,2,2,2,1,3,9,5,12,50
11,7,2,4,2,4,7,1,2,2,2,1,3,9,5,12,48
11,15,2,4,2,4,1,1,9,2,2,1,3,13,2,16,31
11,15,2,4,2,4,2,1,2,2,2,1,3,12,4,18,34
32,3,2,4,4,3,1,1,1,2,6,1,1,3,2,20,37
24,3,2,2,4,2,1,2,1,2,2,1,1,1,6,17,49
44,3,2,4,2,4,2,1,1,2,5,1,1,1,6,9,92
44,15,2,4,4,4,4,1,2,2,3,1,1,1,5,18,33
53,3,2,4,4,4,1,4,8,2,6,1,1,4,6,22,15
53,3,2,4,4,4,2,3,1,2,2,1,1,0,4,20,43
52,3,2,4,2,4,1,1,1,2,6,1,2,5,5,14,62
11,15,2,7,2,3,1,1,2,2,3,1,4,14,2,9,39
11,12,2,4,4,4,2,1,2,2,3,1,4,14,2,20,44
11,3,2,7,4,3,1,2,1,2,6,1,4,14,6,21,51
11,3,2,4,4,4,1,1,1,2,2,1,4,16,5,1,45
11,7,2,4,2,4,2,1,2,2,3,1,4,17,4,18,52
76,3,2,4,2,4,1,1,1,2,6,1,1,3,7,14,40
76,3,2,4,2,4,1,1,1,2,2,1,1,3,7,14,36
76,3,2,4,4,4,1,1,1,2,2,1,2,6,3,20,42
93,15,2,4,2,4,1,1,2,2,2,1,1,3,6,14,31
93,15,2,4,4,4,1,1,2,2,2,1,1,4,3,20,45
93,15,2,4,4,4,1,2,2,2,2,1,1,4,3,20,35
93,3,2,4,2,3,1,1,3,2,3,1,1,3,2,8,56
75,15,2,4,4,4,1,1,2,2,2,1,1,0,5,20,66
75,3,2,4,4,4,1,1,1,2,2,1,1,0,4,4,87
75,3,2,4,4,4,1,2,1,2,2,1,1,0,4,4,80
75,6,2,4,2,4,1,1,2,2,6,1,2,5,5,15,31
44,6,2,7,4,3,2,1,1,2,3,1,1,0,5,19,39
44,3,2,4,2,4,1,1,1,2,2,1,1,4,1,8,34
44,3,2,4,2,4,2,1,1,2,2,1,1,3,7,14,47
44,3,2,7,2,3,2,1,1,2,2,1,2,8,1,16,85
44,3,2,7,2,3,2,1,1,2,3,1,2,8,1,16,66
44,6,2,8,1,4,4,2,2,2,2,1,1,2,5,17,36
28,3,2,4,4,4,1,1,1,2,5,1,2,6,5,20,62
75,3,2,4,2,3,1,1,1,2,2,1,2,6,2,9,89
75,3,2,4,2,3,1,1,1,2,1,1,2,6,2,9,53
75,7,2,4,4,4,2,1,2,2,2,1,2,6,5,20,71
75,19,2,4,4,4,1,1,2,2,2,1,2,8,4,20,77
11,6,2,4,4,4,4,1,2,2,2,1,1,0,7,8,36
11,3,2,2,4,2,1,2,3,2,2,1,1,0,7,1,40
11,3,2,2,4,2,1,1,3,2,2,1,1,0,7,1,40
11,3,2,2,4,2,1,3,3,2,2,1,1,0,7,1,39
11,3,2,8,2,4,1,2,1,2,2,1,1,2,1,15,61
76,3,2,7,4,3,5,2,1,2,2,1,1,1,5,22,56
76,6,2,4,2,4,1,1,2,2,2,1,1,4,3,16,40
76,15,2,4,2,4,1,1,7,1,2,1,1,4,3,16,34
76,3,2,4,4,4,2,1,1,1,2,1,1,4,5,20,38
76,3,2,4,2,4,7,1,1,1,2,1,1,4,2,17,81
44,3,2,4,2,4,1,1,1,1,1,1,2,5,1,16,58
44,3,2,4,3,4,1,1,1,1,3,1,3,11,2,19,61
76,2,2,4,4,4,1,1,1,1,1,1,1,3,3,5,57
76,3,2,4,4,4,2,1,3,1,2,1,1,4,6,2,34
76,3,2,7,4,3,1,1,1,1,2,1,1,3,5,23,52
76,3,2,7,4,3,1,1,1,1,2,1,1,3,5,23,67
53,3,2,4,2,4,1,1,1,1,2,1,1,4,5,17,89
75,3,2,4,2,4,1,1,1,1,2,1,3,9,5,12,46
52,3,2,4,2,4,4,1,3,1,2,1,3,9,6,17,61
76,3,2,4,2,4,6,1,1,1,3,1,3,11,3,13,57
44,3,2,7,5,4,2,1,1,1,2,1,1,2,5,18,34
44,3,2,4,2,4,4,4,8,1,6,1,1,4,5,9,15
44,3,2,4,1,4,4,1,1,1,2,1,3,12,2,20,38
44,3,2,4,2,4,1,1,1,1,2,1,3,12,6,18,64
93,3,2,4,2,4,2,1,3,1,2,1,3,9,2,11,61
93,3,2,4,2,4,1,1,3,1,2,1,3,10,1,11,57
93,3,2,4,4,4,1,1,3,1,3,1,3,9,2,19,44
76,3,2,4,2,4,1,1,1,1,4,1,2,8,4,18,45
11,3,2,8,2,4,4,1,1,1,2,1,5,21,4,10,78
11,3,2,4,2,4,1,1,1,1,2,1,5,21,4,10,99
11,3,2,5,4,3,4,1,3,1,2,1,5,19,4,22,80
11,14,2,4,2,4,1,1,2,1,2,1,5,19,7,18,40
11,3,2,4,4,4,1,1,1,1,6,1,5,19,6,2,62
11,3,2,4,2,4,1,1,3,1,3,1,5,20,7,20,45
11,3,2,4,4,4,1,1,3,1,2,1,5,21,5,23,47
11,3,2,4,4,4,1,1,3,1,2,1,5,17,5,2,43
11,3,2,4,2,4,1,1,1,1,3,1,5,18,4,14,61
76,3,2,4,4,4,1,1,1,1,2,1,2,5,2,18,38
32,3,2,4,2,4,6,1,1,1,3,1,2,6,6,16,63
32,3,2,7,2,3,1,1,1,1,2,1,3,12,5,20,38
32,1,2,4,2,4,1,1,1,1,1,1,3,11,5,9,73
32,3,2,4,3,4,7,1,1,1,2,1,3,11,3,20,72
52,3,2,4,2,4,1,1,1,1,2,1,3,8,7,12,75
52,3,2,4,4,4,1,3,1,1,2,1,3,9,6,0,41
52,3,2,4,4,4,1,1,1,1,2,1,3,9,6,0,33
52,3,2,4,4,4,1,2,1,1,2,1,3,9,6,0,35
75,3,2,4,2,4,1,1,1,1,5,1,3,10,3,15,55
44,3,2,4,2,4,4,1,1,1,2,1,1,4,5,13,78
75,8,2,4,2,4,1,1,1,1,1,1,1,2,2,15,50
52,3,2,4,4,4,1,1,1,1,2,1,3,11,7,21,40
27,3,2,4,2,4,1,1,1,1,2,1,4,16,2,19,78
27,3,2,4,2,4,1,1,1,1,5,1,4,17,1,18,33
75,3,2,4,2,4,1,1,3,1,2,1,1,1,6,17,69
75,3,2,4,4,2,1,1,1,1,2,1,1,1,6,22,51
75,2,2,4,2,3,1,1,1,1,6,1,1,3,5,15,59
75,2,2,7,2,3,1,1,1,1,1,1,1,4,3,9,57
44,3,2,4,2,4,1,1,1,1,2,1,4,14,6,13,42
44,2,2,4,2,4,1,1,1,1,2,1,4,15,3,13,22
75,3,2,4,4,4,1,1,1,1,2,1,2,5,1,2,42
75,3,2,4,4,3,4,1,1,1,1,1,2,5,1,7,53
75,3,2,4,2,4,1,1,1,1,2,1,4,15,7,10,38
75,3,2,4,2,4,1,1,1,1,3,1,4,17,3,14,58
75,3,2,6,2,4,3,1,1,1,3,1,4,17,4,8,42
76,3,2,4,2,4,1,1,1,1,2,1,3,12,1,17,90
32,3,2,4,2,4,1,1,1,1,3,1,1,4,6,13,37
32,3,2,4,4,4,4,1,1,1,2,1,1,1,6,19,71
32,3,2,6,2,4,1,1,1,1,2,1,1,4,5,15,62
32,3,2,4,2,4,1,1,1,1,1,1,1,1,2,12,41
32,3,2,4,2,4,1,1,1,1,2,1,1,4,2,15,78
32,8,2,7,2,3,1,1,1,1,3,1,2,7,2,12,57
75,3,2,4,2,4,1,1,1,1,2,1,4,13,7,15,59
75,3,2,4,2,4,2,1,1,1,2,1,4,13,6,13,35
44,21,2,4,2,4,7,5,2,1,2,1,4,15,1,19,40
84,3,2,4,2,4,1,2,1,1,1,1,2,6,2,17,51
84,22,2,4,2,4,1,1,5,1,1,1,2,6,2,17,50
76,3,2,4,4,4,2,1,1,1,2,1,3,10,4,23,34
44,3,2,4,2,4,2,1,1,1,3,1,3,10,5,12,70
44,3,2,4,2,4,2,1,1,1,5,1,3,11,3,18,82
44,3,2,7,2,3,1,1,1,1,2,1,3,12,6,11,47
75,3,2,4,1,3,2,1,1,1,6,1,3,9,4,19,66
75,3,2,4,2,4,2,1,1,1,2,1,3,11,7,15,43
